id,doc_type,title,content,created_by,created_at,updated_at
ae72c8be-0a05-4dde-aaf5-1fb471bc43f3,asana,Warrior I,"## Sanskrit Name
Virabhadrasana I

## Category
Internal Rotation

## Benefits
- Stretches the chest, lungs, shoulders, neck, belly, groins
- Strengthens the shoulders, arms, and back muscles
- Strengthens and stretches the thighs, calves, and ankles

## Contraindications
- High blood pressure
- Heart problems
- Shoulder problems

## Modifications
- Keep the ball of back foot lifted

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.010575+00,2025-05-15 14:41:04.010575+00
399dccd5-44de-42b0-8e33-21fb950b9614,asana,Devotional Warrior,"## Sanskrit Name
Humble Warrior

## Category
Internal Rotation

## Benefits
- Stretches the chest, lungs, shoulders, neck, belly, groins
- Strengthens the shoulders, arms, and back muscles
- Strengthens and stretches the thighs, calves, and ankles

## Contraindications
- High blood pressure
- Heart problems
- Shoulder problems

## Modifications
- Keep the ball of back foot lifted
- Hold a strap if shoulders are tight

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Warrior I](/library/ae72c8be-0a05-4dde-aaf5-1fb471bc43f3)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.059312+00,2025-05-15 14:41:04.059312+00
4d331320-7d27-44c6-9861-1940cbf7474e,asana,Hand to Big Toe Pose,"## Sanskrit Name
Padangusthasana

## Category
Internal Rotation

## Benefits
- Calms the brain and helps relieve stress, anxiety and mild depression
- Stimulates the liver and kidneys
- Stretches the hamstrings and calves
- Strengthens the thighs
- Improves digestion
- Helps relieve headache and insomnia

## Contraindications
- Lower back injury
- Neck injury

## Modifications
- Strap around feet

## Preparatory Poses

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.103211+00,2025-05-15 14:41:04.103211+00
1242d4a0-106e-4d2d-8429-31bc38e67f16,asana,Hand to Foot Pose,"## Sanskrit Name
Padahastasana

## Category
Internal Rotation

## Benefits
- Calms the brain and helps relieve stress, anxiety and mild depression
- Stimulates the liver and kidneys
- Stretches the hamstrings and calves
- Strengthens the thighs
- Improves digestion
- Helps relieve menopause symptoms
- Helps relieve headache and insomnia

## Contraindications
- Lower back injury
- Neck injury

## Modifications
- Strap around feet
- Stay in padangustasana

## Preparatory Poses

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.149815+00,2025-05-15 14:41:04.149815+00
f26ce72d-8e97-4e97-970c-9a46c02936c1,asana,Wide-leg Forward Fold,"## Sanskrit Name
Prasarita Padottanasana

## Category
Internal Rotation

## Benefits
- Strengthens and stretches the inner and back legs and spine
- Tones the abdominal organs
- Calms the brain
- Relieves mild backache

## Contraindications
- Low back issues

## Modifications
- Bend knees
- Hands on a block

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.223213+00,2025-05-15 14:41:04.223213+00
c4434ca4-0cd9-4ff9-86c5-728b85c79814,asana,Warrior III,"## Sanskrit Name
Virabhadrasana III

## Category
Internal Rotation

## Benefits
- Strengthens the ankles and legs
- Strengthens the shoulders and muscles of the back
- Tones the abdomen
- Improves balance and posture

## Contraindications
- High blood pressure

## Modifications
- Hold a chair or the wall
- Hands to prayer at heart's center
- Arms reaching back like airplane arms

## Preparatory Poses

- [Half Moon](/library/502c5ac6-6c9f-4c36-9acf-ac030fcb9155)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Reclining Hero Pose](/library/eaed363b-88c3-4a81-87b6-391a4e23056d)

- [Chair Pose](/library/96d01cb8-8d19-4d8f-af0e-a284c87b52b3)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)

- [Warrior I](/library/ae72c8be-0a05-4dde-aaf5-1fb471bc43f3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.30174+00,2025-05-15 14:41:04.30174+00
d2eb29fc-5d20-47c2-9cf3-6a5496f90536,asana,Intense Side Stretch Pose,"## Sanskrit Name
Parsvottanasana

## Category
Internal Rotation

## Benefits
- Calms the brain
- Stretches the spine, shoulders, wrists, hips, and hamstrings
- Strengthens the legs
- Stimulates the abdominal organs
- Improves posture and sense of balance
- Improves digestion

## Contraindications
- Back Injury
- Hamstring Injury
- Shoulder Injury

## Modifications
- Lift back heel
- Don't fold all the way forward
- Drop hands to either side of the feet

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Cow Face Pose](/library/ab04dad7-4c88-454b-9b32-c33663ce3afa)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Extended Side Angle](/library/01dc3f1e-585b-4b0c-ba14-6ca6d66e08e1)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.360923+00,2025-05-15 14:41:04.360923+00
2c58b782-9bde-448d-b96f-6ca2029b3a9f,asana,Revolved Triangle Pose,"## Sanskrit Name
Parivrtta Trikonasana

## Category
Internal Rotation

## Benefits
- Strengthens and stretches the legs
- Stretches the hips and spine
- Opens the chest to improve breathing
- Relieves mild back pain
- Stimulates the abdominal organs
- Improves sense of balance

## Contraindications
- Low blood pressure
- Migraine
- Back or Spine Injury
- Headache
- Insomnia

## Modifications
- Place the hand inside the foot
- Place the hand on a block
- Bend the front knee

## Preparatory Poses

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Extended Side Angle](/library/01dc3f1e-585b-4b0c-ba14-6ca6d66e08e1)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.408558+00,2025-05-15 14:41:04.408558+00
c7583708-a13e-4a27-9f78-d9295cc8f21d,asana,Revolved Side Angle Pose,"## Sanskrit Name
Parivrtta Parsvakonasana

## Category
Internal Rotation

## Benefits
- Strengthens and stretches the legs, knees, and ankles
- Stretches the groins, spine, chest, lungs, and shoulders
- Stimulates abdominal organs
- Increases stamina
- Improves digestion and aids elimination
- Improves balance

## Contraindications
- Headache
- High or low blood pressure
- Insomnia

## Modifications
- Drop the back knee
- Lift the back heel

## Preparatory Poses

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Extended Side Angle](/library/01dc3f1e-585b-4b0c-ba14-6ca6d66e08e1)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)

- [Revolved Triangle Pose](/library/2c58b782-9bde-448d-b96f-6ca2029b3a9f)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.45588+00,2025-05-15 14:41:04.45588+00
d304cd9f-c5f3-434f-aedc-298e2383ea94,asana,Revolved Half Moon Pose,"## Sanskrit Name
Parivrtta Ardha Chandrasana

## Category
Internal Rotation

## Benefits
- Builds strength in the ankles, thighs, abdomen, buttocks, and lower back
- Stretches the shoulders, chest, torso, spine, groins, hamstrings, and calves
- Builds stability in the core muscles
- Helps develop physical and mental stamina

## Contraindications
- Low blood pressure
- Headaches
- Insomnia

## Modifications
- Hand on a block
- Back foot on a wall

## Preparatory Poses

- [Half Moon](/library/502c5ac6-6c9f-4c36-9acf-ac030fcb9155)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Revolved Side Angle Pose](/library/c7583708-a13e-4a27-9f78-d9295cc8f21d)

- [Revolved Triangle Pose](/library/2c58b782-9bde-448d-b96f-6ca2029b3a9f)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)

- [Warrior I](/library/ae72c8be-0a05-4dde-aaf5-1fb471bc43f3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.499754+00,2025-05-15 14:41:04.499754+00
2212f7f8-9ddd-4678-b4aa-6ee49b305a2e,asana,Monkey Pose,"## Sanskrit Name
Hanumanasana

## Category
Internal Rotation

## Benefits
- Stretches the thighs, hamstrings, groins
- Stimulates the abdominal organs

## Contraindications
- Hamstring Injury
- Groin Injury

## Modifications
- Hands on blocks
- Bend both knees

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Wide-Angle Seated Forward Fold](/library/34ba6f9d-9884-4077-9334-f40a653cf8e6)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.546337+00,2025-05-15 14:41:04.546337+00
dce7ae18-4046-492f-81ed-3e11efb21694,asana,Standing Splits,"## Sanskrit Name
Urdhva Prasarita Eka Padasana

## Category
Internal Rotation

## Benefits
- Calms the brain
- Stimulates the liver and kidneys
- Stretches the hamstrings, calves, and thighs
- Strengthens the thighs, knees, and ankles
- Stretches the back of the leg, the front thigh and groin

## Contraindications
- Lower back injury
- Ankle or knee injury
- Hamstring injury

## Modifications
- Hands on a block

## Preparatory Poses

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Hand to Big Toe Pose](/library/4d331320-7d27-44c6-9861-1940cbf7474e)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.596511+00,2025-05-15 14:41:04.596511+00
3cad1dab-c498-4539-922e-ab891d3dd287,asana,Downward Facing Dog Pose,"## Sanskrit Name
Adho Mukha Svanasana

## Category
Inversion

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Energizes the body
- Stretches the shoulders, hamstrings, calves, arches, and hands
- Strengthens the arms and legs
- Helps relieve the symptoms of menopause
- Relieves menstrual discomfort when done with head supported
- Helps prevent osteoporosis
- Improves digestion
- Relieves headache, insomnia, back pain, and fatigue
- Therapeutic for high blood pressure, asthma, flat feet, sciatica, sinusitis

## Contraindications
- Carpal tunnel syndrome
- Wrist or shoulder injury
- Pregnancy: Do not do this pose late-term.
- High blood pressure or headache: Support your head on a bolster or block, ears level between the arms.

## Modifications
- Hands on blocks
- Bent knees

## Preparatory Poses

- [Plank Pose](/library/9fad00e8-7acf-40a1-8a24-34d29bbcc429)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.649415+00,2025-05-15 14:41:04.649415+00
68b6a1ab-14b5-44d2-ae54-fe6bed2aeeb5,asana,Legs-Up-The-Wall Pose,"## Sanskrit Name
Viparita Karani

## Category
Inversion

## Benefits
- Relieves tired or cramped legs and feet
- Gently stretches the back legs, front torso, and back of the neck
- Relieves mild backache
- Calms the mind

## Contraindications
- Serious eye problems like glaucoma
- Serious neck or back problems
- Menstruation (check with teacher)

## Modifications
- Blanket under hips
- Hips farther away from the wall for tight hamstrings

## Preparatory Poses

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.697469+00,2025-05-15 14:41:04.697469+00
dcbfbddc-dbed-4c14-8865-48ccc182797c,asana,Supported Shoulderstand,"## Sanskrit Name
Salamba Sarvangasana

## Category
Inversion

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Stimulates the thyroid and prostate glands and abdominal organs
- Stretches the shoulders and neck
- Tones the legs and buttocks
- Improves digestion
- Helps relieve menopause symptoms
- Reduces fatigue and alleviates insomnia

## Contraindications
- Headache
- High blood pressure
- Menstruation
- Neck injury

## Modifications
- Blanket under the shoulders and back
- Legs up the wall

## Preparatory Poses

- [Plow Pose](/library/6bcf68a8-819c-4004-af86-e258d04d994d)

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.737736+00,2025-05-15 14:41:04.737736+00
6bcf68a8-819c-4004-af86-e258d04d994d,asana,Plow Pose,"## Sanskrit Name
Halasana

## Category
Inversion

## Benefits
- Calms the brain
- Stimulates the abdominal organs and the thyroid gland
- Stretches the shoulders and spine
- Helps relieve menopause symptoms
- Reduces stress and fatigue

## Contraindications
- Menstruation
- Neck injury

## Modifications
- Hands hold outer edges of the mat
- Feet on a block, blanket or chair

## Preparatory Poses

- [Supported Shoulderstand](/library/dcbfbddc-dbed-4c14-8865-48ccc182797c)

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.798894+00,2025-05-15 14:41:04.798894+00
0947af20-2698-412d-9737-d829eae575a5,asana,Ear Pressure Pose,"## Sanskrit Name
Karnapidasana

## Category
Inversion

## Benefits
- Calms the brain
- Stimulates the abdominal organs and the thyroid gland
- Stretches the shoulders and spine
- Helps relieve menopause symptoms
- Reduces stress and fatigue

## Contraindications
- Menstruation
- Neck injury

## Modifications
- Stay in plow pose

## Preparatory Poses

- [Supported Shoulderstand](/library/dcbfbddc-dbed-4c14-8865-48ccc182797c)

- [Plow Pose](/library/6bcf68a8-819c-4004-af86-e258d04d994d)

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.839398+00,2025-05-15 14:41:04.839398+00
e3a4768e-8e5c-4d96-a324-8a835a2546d7,asana,Dolphin Pose,"## Sanskrit Name
Ardha Pincha Mayurasana

## Category
Inversion

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Stretches the shoulders, hamstrings, calves, and arches
- Strengthens the arms and legs
- Helps relieve menopause symptoms
- Relieves menstrual discomfort when done with head supported
- Helps prevent osteoporosis
- Improves digestion
- Relieves headache, insomnia, back pain, and fatigue

## Contraindications
- Shoulder injury
- Neck injury

## Modifications
- Keep knees bent

## Preparatory Poses

- [Plank Pose](/library/9fad00e8-7acf-40a1-8a24-34d29bbcc429)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Cow Face Pose](/library/ab04dad7-4c88-454b-9b32-c33663ce3afa)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.887847+00,2025-05-15 14:41:04.887847+00
36675f5d-5db1-4a60-8b31-4b0751feb599,asana,Headstand Pose,"## Sanskrit Name
Sirsasana

## Category
Inversion

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Stimulates the pituitary and pineal glands
- Strengthens the arms, legs, and spine
- Strengthens the lungs
- Tones the abdominal organs
- Improves digestion
- Helps relieve menopause symptoms

## Contraindications
- Back injury
- Headache
- Heart condition
- High blood pressure
- Menstruation
- Neck injury
- Low blood pressure

## Modifications
- Dolphin Prep for Head Stand
- Support head with blocks

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Supported Shoulderstand](/library/dcbfbddc-dbed-4c14-8865-48ccc182797c)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)

- [Dolphin Pose](/library/e3a4768e-8e5c-4d96-a324-8a835a2546d7)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.926133+00,2025-05-15 14:41:04.926133+00
ef0d0f31-fd77-4329-85e3-b031539c66d6,asana,Staff Pose,"## Sanskrit Name
Dandasana

## Category
Seated

## Benefits
- Strengthens the back muscles
- Stretches the shoulders and chest
- Improves posture

## Contraindications
- Tight or injured hamstrings

## Modifications
- Place a blanket under the knees
- Back against a wall

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:04.974942+00,2025-05-15 14:41:04.974942+00
2005893f-9839-4e7f-9c7b-fb2cadf2c2cf,asana,Seated Forward Fold,"## Sanskrit Name
Paschimottanasana

## Category
Seated

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Stretches the spine, shoulders, hamstrings
- Stimulates the liver, kidneys, ovaries, and uterus
- Improves digestion
- Helps relieve the symptoms of menopause and menstrual discomfort
- Soothes headache and anxiety and reduces fatigue

## Contraindications
- Back injury
- Hamstring injury

## Modifications
- Sitting up on a blanket
- Strap around the feet
- Blanket under the knees

## Preparatory Poses

- [Child's Pose](/library/3c43cae2-b13c-429f-90f4-61460cd74d24)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.024563+00,2025-05-15 14:41:05.024563+00
d54c0434-d00b-4a9a-a69e-da024c142e4b,asana,Upward Plank Pose,"## Sanskrit Name
Purvottanasana

## Category
Seated

## Benefits
- Strengthens the arms, wrists and legs
- Stretches the shoulders, chest, and front ankles
- Counterpose for Paschimottanasana

## Contraindications
- Wrist injury
- Neck injury

## Modifications
- Knees bent: reverse table top

## Preparatory Poses

- [Cow Face Pose](/library/ab04dad7-4c88-454b-9b32-c33663ce3afa)

- [Reclining Hero Pose](/library/eaed363b-88c3-4a81-87b6-391a4e23056d)

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)

- [Bow Pose](/library/bd31cf6f-9b3d-46bb-9f3f-5cb5bdd9bb77)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.071079+00,2025-05-15 14:41:05.071079+00
50967abd-b36b-4e00-8cf4-52f83f9f235c,asana,Head-to-Knee Pose,"## Sanskrit Name
Janu Sirsasana

## Category
Seated

## Benefits
- Calms the brain and helps relieve mild depression
- Stretches the spine, shoulders, hamstrings, and groins
- Stimulates the liver and kidneys
- Improves digestion
- Helps relieve menopause symptoms
- Relieves anxiety, fatigue, headache, menstrual discomfort

## Contraindications
- Knee injury
- Hamstring injury

## Modifications
- Blanket under bent knee
- Strap around extended foot

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Child's Pose](/library/3c43cae2-b13c-429f-90f4-61460cd74d24)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Tree Pose](/library/1db276d9-b666-4d1d-9147-cba461bc8824)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.114848+00,2025-05-15 14:41:05.114848+00
c36a7969-93aa-4a20-9ddf-c965c3e446fc,asana,Boat Pose,"## Sanskrit Name
Navasana

## Category
Seated

## Benefits
- Strengthens the abdomen, hip flexors, and spine
- Stimulates the kidneys, thyroid and prostate glands, and intestines
- Helps relieve stress
- Improves digestion

## Contraindications
- Asthma
- Headache
- Heart Problems
- Insomnia
- Low blood pressure
- Menstruation
- Pregnancy
- Neck injury

## Modifications
- Keep the feet on the floor
- Keep the knees bent
- Hold the backs of the thighs

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.157411+00,2025-05-15 14:41:05.157411+00
9d2df40a-159b-4e35-889b-8e1225a0a178,asana,Bound Angle Pose,"## Sanskrit Name
Baddha Konasana

## Category
Seated

## Benefits
- Stimulates abdominal organs, ovaries and prostate gland, bladder, and kidneys
- Stimulates the heart and improves general circulation
- Stretches the inner thighs, groins, and knees
- Helps relieve mild depression, anxiety, and fatigue
- Soothes menstrual discomfort and sciatica
- Helps relieve menopause symptoms

## Contraindications
- Groin or knee injury

## Modifications
- Blankets or blocks under the knees
- Don't fold forward

## Preparatory Poses

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.200619+00,2025-05-15 14:41:05.200619+00
467f48bc-25bf-4a90-9d31-775f143a0040,asana,Lotus Pose,"## Sanskrit Name
Padmasana

## Category
Seated

## Benefits
- Calms the brain
- Stimulates the pelvis, spine, abdomen, and bladder
- Stretches the ankles and knees
- Eases menstrual discomfort and sciatica

## Contraindications
- Ankle injury
- Knee injury

## Modifications
- Sit on a cushion or a blanket

## Preparatory Poses

- [Half Lord of the Fishes Pose](/library/a7259200-a763-4349-9efa-e64d5b471fda)

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.247278+00,2025-05-15 14:41:05.247278+00
e3d256cd-3c1a-44b7-8f2a-6c9e6635ceb1,asana,Bound Lotus Pose,"## Sanskrit Name
Baddha Padmasana

## Category
Seated

## Benefits
- Calms the brain
- Stimulates the pelvis, spine, abdomen, and bladder
- Stretches the ankles and knees
- Eases menstrual discomfort and sciatica

## Contraindications
- Ankle injury
- Knee injury
- Shoulder injury

## Modifications
- Sit on a cushion or a blanket
- Hold opposite elbows behind the back

## Preparatory Poses

- [Half Lord of the Fishes Pose](/library/a7259200-a763-4349-9efa-e64d5b471fda)

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.288494+00,2025-05-15 14:41:05.288494+00
a7259200-a763-4349-9efa-e64d5b471fda,asana,Half Lord of the Fishes Pose,"## Sanskrit Name
Ardha Matsyendrasana

## Category
Seated

## Benefits
- Stimulates the liver and kidneys
- Stretches the shoulders, hips, and neck
- Energizes the spine
- Stimulates the digestive fire in the belly
- Relieves menstrual discomfort, fatigue, sciatica, and backache

## Contraindications
- Back or spine injury

## Modifications
- Keep the lower leg straight

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:05.331748+00,2025-05-15 14:41:05.331748+00
